time           Mn         Mw         D
9178.94        2.67449     3.00878     1.12499
9188.31        2.67436     3.00863     1.12499
9188.61        2.67423     3.00849     1.12499
9197.81        2.67445     3.00863     1.12495
9199.46        2.67468     3.00877     1.12491
9203.32        2.67455     3.00863     1.12491
9206.36        2.67442     3.00848     1.12491
9207.62        2.67483     3.00905     1.12495
9207.77        2.6747     3.00891     1.12495
9210.01        2.67457     3.00876     1.12495
9211.41        2.67445     3.00862     1.12495
9217.07        2.67467     3.00876     1.12491
9220.92        2.67755     3.01843     1.12731
9222.49        2.67909     3.02186     1.12795
9228.1         2.67931     3.022      1.1279
9228.9         2.68008     3.02286     1.1279
9229.89        2.67995     3.02271     1.1279
9230.29        2.68148     3.02613     1.12853
9237.63        2.6817     3.02627     1.12849
9239.53        2.68157     3.02613     1.12849
9243.8         2.6818     3.02626     1.12845
9245.58        2.68167     3.02612     1.12845
9246.37        2.68153     3.02597     1.12845
9246.47        2.68176     3.02611     1.12841
9249.05        2.68217     3.02667     1.12844
9249.92        2.68259     3.02724     1.12848
9251.86        2.68245     3.02709     1.12848
9252.44        2.68287     3.02766     1.12852
9263.27        2.68309     3.0278     1.12847
9265.04        2.68296     3.02765     1.12847
9271.72        2.68318     3.02779     1.12843
9272.76        2.68305     3.02764     1.12843
9273.71        2.68292     3.02749     1.12843
9279.54        2.68314     3.02763     1.12839
9283.89        2.68356     3.0282     1.12843
9286.21        2.68378     3.02833     1.12838
9287.91        2.68419     3.0289     1.12842
9289.93        2.68496     3.02974     1.12841
9290           2.68537     3.03031     1.12845
9297.41        2.68767     3.03669     1.12986
9300.27        2.68789     3.03683     1.12982
9300.5         2.68811     3.03697     1.12978
9301.19        2.68798     3.03682     1.12978
9301.49        2.68839     3.03738     1.12981
9301.5         2.68826     3.03723     1.12981
9301.51        2.68813     3.03708     1.12981
9302.24        2.688      3.03694     1.12981
9305.08        2.68822     3.03707     1.12977
9310.12        2.68809     3.03692     1.12977
9310.79        2.68795     3.03678     1.12977
9313.44        2.68967     3.04059     1.13047
9313.55        2.68954     3.04044     1.13047
9317.81        2.68976     3.04058     1.13043
9320.65        2.68963     3.04043     1.13043
9321.16        2.69078     3.04233     1.13065
9322.42        2.69065     3.04218     1.13065
9323.41        2.69051     3.04204     1.13065
9325.88        2.69038     3.04189     1.13065
9326.76        2.69025     3.04174     1.13065
9327.49        2.69012     3.04159     1.13065
9329.07        2.68999     3.04144     1.13065
9329.33        2.69021     3.04158     1.13061
9330.1         2.69043     3.04171     1.13057
9332.46        2.69157     3.04361     1.13079
9333.87        2.69144     3.04346     1.13079
9337.98        2.69131     3.04331     1.13079
9340.18        2.69153     3.04345     1.13075
9340.34        2.69267     3.04534     1.13097
9340.39        2.69344     3.04618     1.13096
9341.31        2.69331     3.04603     1.13096
9343.04        2.69317     3.04588     1.13096
9348.05        2.69304     3.04573     1.13096
9348.86        2.69345     3.04629     1.131 
9351.04        2.69386     3.04684     1.13103
9351.93        2.69408     3.04698     1.13099
9352.7         2.6943     3.04711     1.13095
9356.15        2.69417     3.04696     1.13095
9356.4         2.69404     3.04681     1.13095
9359.87        2.69426     3.04695     1.1309
9361.37        2.69448     3.04708     1.13086
9363.65        2.6947     3.04721     1.13082
9369.83        2.69456     3.04707     1.13082
9371.41        2.69497     3.04762     1.13085
9372.15        2.69484     3.04747     1.13085
9372.55        2.69471     3.04732     1.13085
9381.12        2.69512     3.04788     1.13089
9381.25        2.69553     3.04843     1.13092
9383.39        2.69594     3.04898     1.13095
9384.62        2.69616     3.04911     1.13091
9385.34        2.69602     3.04897     1.13091
9389.57        2.69624     3.0491     1.13087
9391.92        2.69665     3.04965     1.1309
9392.13        2.69652     3.0495     1.1309
9392.82        2.69674     3.04964     1.13086
9395.8         2.69788     3.05152     1.13108
9396.04        2.69775     3.05137     1.13108
9399.4         2.69816     3.05192     1.13111
9400.82        2.69837     3.05205     1.13107
9404.55        2.69878     3.0526     1.1311
9405.92        2.69919     3.05315     1.13114
9408.04        2.69995     3.05398     1.13112
9408.48        2.69982     3.05383     1.13113
9409.55        2.69969     3.05369     1.13113
9411.44        2.70083     3.05556     1.13134
9415.21        2.70069     3.05541     1.13134
9416.13        2.70145     3.05624     1.13133
9416.17        2.70186     3.05679     1.13136
9422.09        2.70208     3.05692     1.13132
9422.76        2.7023     3.05705     1.13128
9423.27        2.70216     3.0569     1.13128
9423.42        2.70238     3.05703     1.13124
9426.72        2.70225     3.05688     1.13124
9431.24        2.70212     3.05674     1.13124
9438.63        2.70233     3.05687     1.13119
9439.79        2.7022     3.05672     1.1312
9440.89        2.70207     3.05657     1.1312
9446.21        2.70193     3.05642     1.1312
9448.58        2.7018     3.05627     1.1312
9451.4         2.70256     3.0571     1.13119
9453.12        2.70243     3.05695     1.13119
9458.28        2.70356     3.05882     1.1314
9459.68        2.70343     3.05867     1.1314
9462.92        2.7033     3.05852     1.1314
9463.59        2.70481     3.06185     1.132 
9465.88        2.70468     3.0617     1.132 
9468.11        2.70455     3.06155     1.132 
9468.22        2.70441     3.06141     1.132 
9469.94        2.70555     3.06327     1.13222
9470.64        2.70577     3.0634     1.13217
9473.14        2.70598     3.06353     1.13213
9473.19        2.7062     3.06366     1.13209
9476.41        2.70607     3.06351     1.13209
9479.4         2.70593     3.06336     1.13209
9482.96        2.7058     3.06321     1.13209
9483.53        2.70602     3.06334     1.13205
9485.52        2.70588     3.06319     1.13205
9489.59        2.70575     3.06304     1.13205
9503.24        2.70597     3.06317     1.13201
9506.12        2.70786     3.06836     1.13313
9507.1         2.70807     3.06849     1.13309
9509.62        2.70794     3.06834     1.13309
9511.38        2.70816     3.06847     1.13305
9517.23        2.70837     3.0686     1.133 
9517.37        2.70824     3.06845     1.13301
9518.19        2.70864     3.06899     1.13304
9518.81        2.70905     3.06953     1.13307
9519.08        2.70945     3.07007     1.1331
9519.63        2.70932     3.06992     1.1331
9519.69        2.70919     3.06977     1.1331
9520.44        2.70905     3.06962     1.1331
9525.51        2.70892     3.06947     1.1331
9525.71        2.70879     3.06933     1.1331
9530.99        2.7103     3.07263     1.13369
9540.49        2.71181     3.07593     1.13427
9541.76        2.7135     3.07964     1.13493
9547.09        2.71337     3.07949     1.13493
9550.39        2.71323     3.07934     1.13493
9550.5         2.7131     3.07919     1.13493
9556.92        2.71297     3.07904     1.13493
9561.95        2.71283     3.07889     1.13494
9566.18        2.71509     3.08507     1.13627
9567.35        2.71623     3.08691     1.13647
9568.78        2.71609     3.08676     1.13647
9570.73        2.71596     3.08661     1.13647
9571.36        2.71582     3.08646     1.13647
9572.25        2.71622     3.08699     1.1365
9573.11        2.71644     3.08712     1.13646
9576.94        2.7163     3.08697     1.13646
9577.36        2.71617     3.08681     1.13646
9578.82        2.71603     3.08666     1.13646
9580.1         2.71679     3.08747     1.13644
9581.64        2.717      3.0876     1.1364
9583.21        2.71687     3.08744     1.1364
9583.91        2.71673     3.08729     1.1364
9584.38        2.71695     3.08742     1.13636
9590.6         2.7177     3.08822     1.13634
9591.52        2.71791     3.08835     1.13629
9593.91        2.71778     3.0882     1.13629
9594.49        2.71818     3.08873     1.13632
9594.99        2.7184     3.08885     1.13628
9595.4         2.71826     3.0887     1.13628
9596.78        2.71813     3.08855     1.13628
9597.9         2.71799     3.0884     1.13628
9599.48        2.71786     3.08825     1.13628
9601.33        2.71772     3.0881     1.13628
9601.58        2.71759     3.08795     1.13628
9601.66        2.71818     3.0891     1.13646
9605.56        2.71858     3.08963     1.13649
9606.96        2.71844     3.08948     1.13649
9609.61        2.71866     3.0896     1.13644
9610.17        2.71887     3.08972     1.1364
9610.37        2.71909     3.08984     1.13635
9611.04        2.71968     3.09099     1.13653
9619.42        2.71954     3.09084     1.13653
9619.64        2.71994     3.09137     1.13656
9623.41        2.72016     3.09149     1.13651
9625.97        2.72002     3.09134     1.13651
9626.91        2.72024     3.09146     1.13647
9626.99        2.7201     3.09131     1.13647
9627.77        2.71997     3.09116     1.13647
9630.27        2.71983     3.09101     1.13647
9630.55        2.72005     3.09113     1.13643
9634.38        2.71991     3.09098     1.13643
9635.1         2.71978     3.09083     1.13643
9644.08        2.71964     3.09068     1.13643
9645.5         2.71951     3.09053     1.13643
9651.21        2.72028     3.0925     1.13683
9654.57        2.72068     3.09302     1.13686
9658.26        2.72108     3.09355     1.13688
9659.56        2.72221     3.09537     1.13708
9662.53        2.72261     3.0959     1.13711
9662.84        2.72282     3.09602     1.13706
9663.81        2.72269     3.09587     1.13707
9665.34        2.72255     3.09572     1.13707
9665.44        2.72241     3.09557     1.13707
9665.79        2.72391     3.09881     1.13763
9665.98        2.72504     3.10063     1.13783
9666.29        2.7249     3.10048     1.13783
9666.54        2.72476     3.10033     1.13783
9667.4         2.72463     3.10018     1.13783
9668.96        2.72449     3.10002     1.13784
9669.84        2.72489     3.10055     1.13786
9670.35        2.72511     3.10067     1.13782
9674.83        2.7266     3.10391     1.13838
9675.66        2.72681     3.10403     1.13833
9676.36        2.72668     3.10387     1.13834
9676.9         2.72726     3.10501     1.13851
9680.22        2.72748     3.10513     1.13846
9681.68        2.72734     3.10497     1.13846
9683.39        2.7272     3.10482     1.13846
9685.35        2.7276     3.10535     1.13849
9689.43        2.72782     3.10547     1.13844
9689.92        2.72768     3.10531     1.13844
9692.55        2.72754     3.10516     1.13845
9692.75        2.72776     3.10528     1.1384
9693.03        2.72797     3.1054     1.13836
9695.18        2.72872     3.10619     1.13833
9696.01        2.7304     3.10982     1.13896
9696.16        2.73026     3.10967     1.13896
9696.89        2.73012     3.10952     1.13897
9706.37        2.73033     3.10963     1.13892
9708.31        2.7302     3.10948     1.13892
9709.16        2.73041     3.1096     1.13888
9709.17        2.73027     3.10945     1.13888
9712.33        2.73067     3.10997     1.1389
9719.98        2.73054     3.10982     1.1389
9721.48        2.73075     3.10994     1.13886
9726.43        2.73061     3.10978     1.13886
9727.65        2.73048     3.10963     1.13886
9731.4         2.73034     3.10948     1.13886
9731.46        2.7302     3.10933     1.13886
9734.24        2.73007     3.10918     1.13886
9734.36        2.73028     3.1093     1.13882
9734.58        2.7314     3.11109     1.13901
9735.29        2.73126     3.11094     1.13901
9735.42        2.73112     3.11079     1.13901
9736.96        2.73133     3.11091     1.13897
9740.8         2.73155     3.11102     1.13892
9741.16        2.73141     3.11087     1.13893
9743.78        2.73127     3.11072     1.13893
9744.15        2.73167     3.11124     1.13895
9751.6         2.73207     3.11176     1.13898
9752.73        2.73228     3.11188     1.13893
9754.54        2.73249     3.11199     1.13889
