time           Conversion     Mn         Mw         D
450.82         0.02255        1.02307     1.0462     1.022610.903016       39098 
451.499        0.0226         1.02312     1.0463     1.022650.902924       39096 
451.51         0.02265        1.02317     1.0464     1.02270.902832       39094 
452.102        0.0227         1.02323     1.0465     1.022740.902739       39092 
452.951        0.02275        1.02328     1.0466     1.022790.902647       39090 
453.344        0.0228         1.02333     1.0467     1.022840.902555       39088 
453.642        0.02285        1.02338     1.0468     1.022880.902462       39086 
454.529        0.0229         1.02344     1.0469     1.022930.90237        39084 
455.436        0.02295        1.02349     1.047      1.022970.902278       39082 
456.165        0.023          1.02354     1.0471     1.023020.902185       39080 
456.572        0.02305        1.02359     1.0472     1.023060.902093       39078 
456.616        0.0231         1.02365     1.0473     1.023110.902001       39076 
460.666        0.02315        1.0237     1.0474     1.023150.901908       39074 
462.481        0.0232         1.02375     1.0475     1.02320.901816       39072 
463.681        0.02325        1.0238     1.0476     1.023240.901724       39070 
465.416        0.0233         1.02386     1.0477     1.023290.901631       39068 
465.891        0.02335        1.02391     1.0478     1.023330.901539       39066 
466.635        0.0234         1.02396     1.0479     1.023380.901447       39064 
467.316        0.02345        1.02401     1.048      1.023420.901354       39062 
468.851        0.0235         1.02407     1.0481     1.023470.901262       39060 
469.614        0.02355        1.02412     1.0482     1.023510.90117        39058 
470.423        0.0236         1.02417     1.0483     1.023560.901078       39056 
471.194        0.02365        1.02422     1.0484     1.023610.900985       39054 
471.349        0.0237         1.02428     1.0485     1.023650.900893       39052 
471.558        0.02375        1.02433     1.0486     1.02370.900801       39050 
472.259        0.0238         1.02438     1.0487     1.023740.900708       39048 
475.998        0.02385        1.02443     1.0488     1.023790.900616       39046 
477.603        0.0239         1.02449     1.0489     1.023830.900524       39044 
478.102        0.02395        1.02454     1.049      1.023880.900432       39042 
479.14         0.024          1.02459     1.0491     1.023920.900339       39040 
480.828        0.02405        1.02464     1.0492     1.023970.900247       39038 
481.857        0.0241         1.0247     1.0493     1.024010.900155       39036 
482.17         0.02415        1.02475     1.0495     1.024150.900063       39034 
482.676        0.0242         1.0248     1.0496     1.02420.89997        39032 
482.741        0.02425        1.02485     1.0497     1.024240.899878       39030 
484.344        0.0243         1.02491     1.0498     1.024290.899786       39028 
485.999        0.02435        1.02496     1.05       1.024430.899694       39026 
486.061        0.0244         1.02501     1.0501     1.024480.899602       39024 
486.705        0.02445        1.02506     1.0502     1.024520.899509       39022 
487.255        0.0245         1.02512     1.0503     1.024570.899417       39020 
488.542        0.02455        1.02517     1.0504     1.024610.899325       39018 
488.64         0.0246         1.02522     1.0506     1.024760.899233       39016 
490.139        0.02465        1.02527     1.0507     1.02480.899141       39014 
491.575        0.0247         1.02533     1.0508     1.024850.899048       39012 
491.945        0.02475        1.02538     1.0509     1.024890.898956       39010 
492.55         0.0248         1.02543     1.051      1.024940.898864       39008 
494.132        0.02485        1.02548     1.0511     1.024980.898772       39006 
497.22         0.0249         1.02554     1.0512     1.025030.89868        39004 
497.997        0.02495        1.02559     1.0514     1.025170.898588       39002 
498.735        0.025          1.02564     1.0515     1.025210.898496       39000 
499.161        0.02505        1.02569     1.0516     1.025260.898403       38998 
499.318        0.0251         1.02575     1.0517     1.02530.898311       38996 
499.824        0.02515        1.0258     1.0518     1.025350.898219       38994 
500.349        0.0252         1.02585     1.0519     1.025390.898127       38992 
501.203        0.02525        1.0259     1.052      1.025440.898035       38990 
503.044        0.0253         1.02596     1.0521     1.025480.897943       38988 
503.945        0.02535        1.02601     1.0522     1.025530.897851       38986 
504.77         0.0254         1.02606     1.0523     1.025570.897758       38984 
505.795        0.02545        1.02611     1.0524     1.025620.897666       38982 
506.713        0.0255         1.02617     1.0526     1.025760.897574       38980 
510.243        0.02555        1.02622     1.0527     1.02580.897482       38978 
510.815        0.0256         1.02627     1.0528     1.025850.89739        38976 
511.209        0.02565        1.02633     1.0529     1.025890.897298       38974 
512.806        0.0257         1.02638     1.053      1.025940.897206       38972 
515.53         0.02575        1.02643     1.0531     1.025980.897114       38970 
516.735        0.0258         1.02648     1.0532     1.026030.897022       38968 
517.12         0.02585        1.02654     1.0533     1.026070.89693        38966 
518.534        0.0259         1.02659     1.0534     1.026120.896838       38964 
519.132        0.02595        1.02664     1.0535     1.026160.896746       38962 
519.957        0.026          1.02669     1.0536     1.026210.896653       38960 
520.312        0.02605        1.02675     1.0537     1.026250.896561       38958 
522.103        0.0261         1.0268     1.0538     1.02630.896469       38956 
523.663        0.02615        1.02685     1.0539     1.026340.896377       38954 
524.365        0.0262         1.0269     1.054      1.026390.896285       38952 
524.799        0.02625        1.02696     1.0541     1.026430.896193       38950 
525.898        0.0263         1.02701     1.0542     1.026470.896101       38948 
526.31         0.02635        1.02706     1.0543     1.026520.896009       38946 
526.401        0.0264         1.02712     1.0544     1.026560.895917       38944 
526.419        0.02645        1.02717     1.0545     1.026610.895825       38942 
527.649        0.0265         1.02722     1.0546     1.026650.895733       38940 
528.072        0.02655        1.02727     1.0547     1.02670.895641       38938 
528.845        0.0266         1.02733     1.0548     1.026740.895549       38936 
529.705        0.02665        1.02738     1.0549     1.026790.895457       38934 
530.719        0.0267         1.02743     1.055      1.026830.895365       38932 
532.065        0.02675        1.02749     1.0551     1.026880.895273       38930 
532.147        0.0268         1.02754     1.0552     1.026920.895181       38928 
533.025        0.02685        1.02759     1.0553     1.026970.895089       38926 
535.052        0.0269         1.02764     1.0554     1.027010.894997       38924 
535.372        0.02695        1.0277     1.0555     1.027050.894905       38922 
536.299        0.027          1.02775     1.0556     1.02710.894813       38920 
541.179        0.02705        1.0278     1.0557     1.027140.894721       38918 
542.194        0.0271         1.02785     1.0558     1.027190.894629       38916 
546.534        0.02715        1.02791     1.0559     1.027230.894537       38914 
546.724        0.0272         1.02796     1.0561     1.027370.894446       38912 
547.409        0.02725        1.02801     1.0562     1.027420.894354       38910 
550.102        0.0273         1.02807     1.0563     1.027460.894262       38908 
550.129        0.02735        1.02812     1.0564     1.027510.89417        38906 
552.402        0.0274         1.02817     1.0565     1.027550.894078       38904 
553.426        0.02745        1.02822     1.0566     1.02760.893986       38902 
554.221        0.0275         1.02828     1.0567     1.027640.893894       38900 
